asthma_COUNTY,asthma_YEAR,asthma_STRATA,asthma_STRATA NAME,asthma_AGE GROUP,asthma_NUMBER OF ED VISITS,asthma_AGE-ADJUSTED ED VISIT RATE,asthma_COMMENT,aqi_State,aqi_County,aqi_Year,aqi_Days with AQI,aqi_Good Days,aqi_Moderate Days,aqi_Unhealthy for Sensitive Groups Days,aqi_Unhealthy Days,aqi_Very Unhealthy Days,aqi_Hazardous Days,aqi_Max AQI,aqi_90th Percentile AQI,aqi_Median AQI,aqi_Days CO,aqi_Days NO2,aqi_Days Ozone,aqi_Days PM2.5,aqi_Days PM10
Santa Clara,2019,Race/ethnicity,Black,All ages,412,89.5,,California,Santa Clara,2019,365,271,90,4,0,0,0,136,66,41,0,7,218,139,1
Shasta,2019,Race/ethnicity,Black,All ages,33,194.9,,California,Shasta,2019,364,311,53,0,0,0,0,100,54,42,0,0,352,10,2
Solano,2019,Race/ethnicity,Black,All ages,1036,174.9,,California,Solano,2019,365,290,74,1,0,0,0,119,59,40,0,2,225,138,0
Sonoma,2019,Race/ethnicity,Black,All ages,108,150.9,,California,Sonoma,2019,365,348,17,0,0,0,0,87,44,33,0,3,258,94,10
Stanislaus,2019,Race/ethnicity,Black,All ages,262,167.3,,California,Stanislaus,2019,365,201,141,22,1,0,0,177,91,49,0,0,245,107,13
Sutter,2019,Race/ethnicity,Black,All ages,18,94.6,,California,Sutter,2019,365,239,124,2,0,0,0,110,71,44,0,0,249,109,7
Trinity,2019,Race/ethnicity,Black,All ages,0,0,,California,Trinity,2019,269,246,21,2,0,0,0,113,49,18,0,0,0,269,0
Tulare,2019,Race/ethnicity,Black,All ages,99,183.4,,California,Tulare,2019,365,127,157,78,2,1,0,280,122,66,0,2,242,99,22
Ventura,2019,Race/ethnicity,Black,All ages,117,96.5,,California,Ventura,2019,365,214,142,9,0,0,0,126,77,46,0,5,284,65,11
Yolo,2019,Race/ethnicity,Black,All ages,91,150.5,,California,Yolo,2019,365,284,80,1,0,0,0,136,61,41,0,1,279,82,3
Alameda,2019,Race/ethnicity,Hispanic,All ages,1798,45.4,,California,Alameda,2019,365,260,97,8,0,0,0,150,63,41,0,28,175,162,0
Amador,2019,Race/ethnicity,Hispanic,All ages,20,42.3,,California,Amador,2019,355,308,45,2,0,0,0,115,51,39,0,0,355,0,0
